SL,Heat,Virus,Random
9784,49.74589836,2,0.41160962
3031,49.59543818,2,0.411652169
8624,49.58583433,0,0.411664454
7340,49.76510604,2,0.41166662
3301,49.43937575,0,0.411681358
395,49.62304922,2,0.411703811
277,49.63745498,1,0.411712613
4632,49.34133653,2,0.411767931
8956,49.43137255,0,0.411821847
6206,49.44457783,0,0.411889046
7205,49.50620248,0,0.411916635
338,49.64745898,0,0.411917388
4264,49.30692277,0,0.411927394
2440,49.47939176,2,0.411928019
8030,49.31172469,1,0.411929662
3027,49.72108844,2,0.411933288
4876,49.68947579,1,0.411940442
525,49.74909964,0,0.411960365
9233,49.66106443,0,0.412001407
7388,49.4037615,0,0.412042063
670,49.54861945,1,0.41205962
8049,49.55822329,2,0.412063737
9330,49.64545818,1,0.412065967
9862,49.52260904,1,0.412081049
3788,49.22569028,2,0.412127641
5289,49.53021208,2,0.412139873
8164,49.63345338,2,0.412172614
908,49.18967587,0,0.412212926
6642,49.56942777,2,0.412266917
1799,49.84433774,0,0.412267323
7691,49.42697079,0,0.412271059
5797,49.64145658,0,0.412298499
8718,49.69507803,0,0.412307717
8584,49.64385754,1,0.412339596
9827,49.72228892,2,0.412405577
9065,49.81312525,0,0.41244131
6066,49.55062025,0,0.412442463
3820,49.36534614,0,0.412456368
9729,49.61384554,1,0.412496876
9594,49.53541417,2,0.412520141
9427,49.51980792,2,0.412554553
2620,49.74589836,2,0.412600525
2079,49.40296118,0,0.412620076
7281,49.40496198,1,0.412653917
5119,49.72629052,2,0.412666429
1618,49.58183273,2,0.412892428
5794,49.3957583,2,0.412935214
5460,49.53301321,1,0.412936703
609,49.47418968,1,0.413102633
7858,49.4829932,1,0.413122478
990,49.67346939,1,0.413166906
8415,49.47539016,0,0.413249777
7785,49.68227291,1,0.413297322
1780,49.50060024,1,0.413330116
2998,49.48339336,1,0.413339973
9337,49.57142857,2,0.413379643
8709,49.76270508,1,0.413427614
7185,49.50780312,1,0.413481561
9680,49.87715086,0,0.413482092
2265,49.54821929,2,0.413553047
3996,49.44697879,0,0.413563531
6292,49.3637455,0,0.413605473
8635,49.53741497,0,0.413635658
3752,49.35414166,0,0.413636692
5637,49.63585434,1,0.413637384
8423,49.56622649,0,0.413674768
2625,49.69827931,2,0.413680389
2688,49.47539016,1,0.413698893
3115,49.29731893,0,0.413698944
4919,49.51420568,0,0.413705184
4117,49.49379752,2,0.41384634
422,49.56502601,2,0.413857716
3625,49.49379752,1,0.413894384
9642,49.39895958,0,0.413897627
2074,49.58583433,2,0.413905513
1172,49.52180872,0,0.413907361
8579,49.62064826,0,0.413945923
5879,49.70948379,1,0.414016779
1168,49.28411365,2,0.414044918
5247,49.46538615,1,0.414046499
44,49.48859544,0,0.414059238
4031,49.59383754,2,0.414079893
6647,49.63705482,2,0.414109235
8785,49.7234894,0,0.414133689
3107,49.92677071,0,0.414136774
8450,49.55742297,0,0.414234563
4093,48.989996,2,0.414287794
7879,49.61984794,1,0.414396905
9376,49.60664266,0,0.414425826
7566,49.63745498,0,0.41447812
4468,49.49779912,1,0.41448895
286,49.30892357,2,0.414551798
4791,49.46298519,0,0.414588874
1665,49.39055622,2,0.414627651
537,49.54141657,2,0.414640842
9738,49.39455782,2,0.414654859
6199,49.44137655,1,0.414701422
9211,49.40656263,2,0.414727638
3838,49.40536214,1,0.414732714
3040,49.80312125,0,0.414733285
3619,49.45458183,1,0.414736126
5696,49.40696279,0,0.414747283
3523,49.35414166,2,0.414753525
65,49.54941977,1,0.414798261
7330,49.59983994,0,0.41484811
5568,49.4729892,2,0.414882238
7125,49.57462985,2,0.414916181
2736,49.77911164,2,0.414971004
7323,49.43777511,0,0.414980176
3542,49.6542617,0,0.414982423
5420,49.55862345,2,0.41500209
7701,49.48419368,1,0.415009894
2307,49.67907163,2,0.415140873
254,49.37094838,2,0.41514499
959,49.62705082,1,0.415164276
8971,49.42737095,1,0.415218443
4921,49.65666267,0,0.415286911
5172,49.82272909,0,0.415289442
8402,49.41536615,2,0.415293032
2208,49.61664666,1,0.415325889
6489,49.80752301,2,0.41534417
8643,49.69227691,0,0.415353744
6887,49.48339336,2,0.415387001
5958,49.56422569,0,0.415458972
4334,49.76590636,0,0.415504057
3982,49.5942377,0,0.41554405
6738,49.81832733,2,0.415624022
6832,49.74629852,2,0.415648861
6870,49.66466587,1,0.415678977
629,49.85234094,2,0.415724334
3382,49.50260104,0,0.415728521
3227,49.61504602,2,0.415833043
6864,49.40616246,0,0.415870934
8352,49.70308123,2,0.415898709
2377,49.5070028,1,0.415923996
8647,49.38815526,1,0.415986804
1335,49.52420968,0,0.415987212
3069,49.86034414,0,0.415996602
8794,49.45658263,1,0.416016458
1290,49.47378952,0,0.416020871
8145,49.63345338,0,0.416028147
6142,49.70468187,0,0.416047831
2297,49.66826731,1,0.416105766
5512,49.27330932,2,0.416137177
1682,49.12885154,2,0.416218736
861,49.22609044,0,0.416235031
9598,49.32132853,2,0.416269328
8956,49.6042417,2,0.41632219
2804,49.43497399,2,0.41635837
6143,49.51540616,2,0.416410531
1599,49.6302521,0,0.416452852
7533,49.57102841,2,0.416477979
889,49.2745098,2,0.416620926
7614,49.68347339,2,0.416669108
8180,49.39255702,2,0.41667141
2939,49.45058023,2,0.416676286
2389,49.46818727,0,0.416696074
1678,49.62304922,2,0.416696825
6232,49.31372549,0,0.416716464
2870,49.42937175,2,0.416742779
822,48.35214086,2,0.416788088
5121,49.43017207,0,0.416904323
1063,49.52140856,1,0.41691548
3728,49.35734294,1,0.416947549
1856,49.5210084,1,0.416970308
4695,49.25330132,0,0.416980639
149,49.53501401,0,0.41699142
5403,49.18367347,2,0.417040507
8480,49.79631853,1,0.417045367
6344,49.57222889,1,0.417078258
9281,49.67827131,0,0.417101214
7545,49.81272509,0,0.417101999
1540,49.52781112,0,0.417130067
8204,49.70188075,1,0.417132771
984,49.58823529,0,0.417250326
1858,49.59383754,2,0.417254526
3150,49.5942377,0,0.417293307
5146,49.61864746,1,0.417332353
463,49.42496999,1,0.417352794
4878,49.71508603,0,0.417372566
920,49.41736695,1,0.417435712
6871,49.68427371,1,0.417443508
2504,49.52380952,0,0.417561747
7302,49.53741497,1,0.417601693
5672,49.57503001,0,0.417655675
6697,49.88635454,2,0.417694408
802,49.57022809,0,0.417703755
6456,49.65586234,0,0.417709334
7047,49.80992397,0,0.417740839
6403,49.2665066,2,0.417743335
8187,49.51060424,2,0.417766479
3428,49.54101641,1,0.417868474
6735,49.27330932,1,0.417876771
4273,49.82553021,2,0.417972839
8518,49.81472589,1,0.418100321
964,49.61864746,2,0.418101244
5973,49.6022409,1,0.41825121
4603,49.63985594,1,0.41825438
3266,49.34533814,2,0.418294137
4817,49.83753501,0,0.418354292
2848,49.69067627,0,0.418431931
3212,49.65066026,0,0.418479817
1823,49.48739496,0,0.418523498
4186,49.49539816,1,0.418543002
9270,49.41896759,2,0.418582678
9786,49.79231693,2,0.418588131
8457,49.51940776,2,0.418601869
7177,49.6002401,0,0.418641938
6840,49.71908764,0,0.418646312
7656,49.53701481,1,0.418668979
574,49.40056022,2,0.418706475
3800,49.72268908,1,0.418762224
4676,49.6362545,0,0.418763183
5107,49.51860744,0,0.418819314
2216,49.17126851,1,0.418833988
5549,49.52941176,1,0.418854167
5188,49.47979192,1,0.418882629
1479,49.3677471,1,0.418909558
1311,49.50140056,1,0.418919471
9127,49.40416166,0,0.418981838
6142,49.43097239,1,0.418989207
6875,49.64385754,1,0.418990564
4850,49.58703481,0,0.419011389
8229,49.52380952,2,0.419042828
472,49.65106042,2,0.419054572
2592,49.43297319,1,0.41905594
5360,49.40016006,1,0.419066643
3080,49.78271309,0,0.419083581
1705,49.53221289,2,0.41914168
3583,49.5230092,1,0.419164662
9971,49.49659864,0,0.419177377
9952,49.64505802,0,0.419179467
5399,49.36014406,0,0.419228464
3707,49.62505002,1,0.419229867
7785,49.5210084,0,0.419258199
1994,49.67947179,2,0.419266585
9793,49.57142857,2,0.419283712
5759,49.04201681,1,0.41932762
4456,49.69787915,2,0.419339595
3408,49.54381753,1,0.419344103
9849,49.10404162,2,0.419380115
5169,49.82553021,0,0.419390318
5516,49.59863946,0,0.419391556
2210,49.4929972,0,0.419502693
9046,49.66426571,2,0.419534382
2517,49.62264906,0,0.41955227
6889,49.56902761,0,0.419561664
1157,49.52501,0,0.419597614
6359,49.49219688,2,0.419610633
7792,49.6042417,2,0.419650118
8311,49.44897959,2,0.419666176
2107,49.50220088,2,0.419770583
4657,49.53301321,0,0.419821553
3860,49.56422569,2,0.419832647
9263,49.61904762,1,0.419838607
1371,49.65906363,1,0.419854408
807,49.49619848,1,0.419904079
8032,49.3797519,2,0.419921765
2458,49.49019608,0,0.419937468
5915,49.67386955,2,0.420028083
5125,49.42456983,2,0.420049793
4888,49.65946379,1,0.42005085
9710,49.38415366,1,0.420113102
6449,49.69947979,1,0.420189287
3512,49.49539816,0,0.420217524
2589,49.56182473,0,0.420297836
8654,48.69227691,2,0.420359266
9997,49.61984794,2,0.420382273
7454,49.32292917,1,0.42038973
5035,49.63105242,2,0.42042275
5781,49.64905962,2,0.420436777
991,49.50460184,1,0.420545222
4401,49.36654662,1,0.420547014
3046,49.87034814,0,0.420579263
8418,49.52941176,0,0.420598444
1913,49.727491,1,0.420634106
4653,49.62985194,0,0.420665176
5063,49.74069628,0,0.42071195
2178,49.10044018,2,0.42072306
4333,49.57382953,0,0.420728095
9527,49.44617847,0,0.420802378
4847,49.31652661,0,0.420840573
76,49.62545018,0,0.420874031
7386,49.8867547,2,0.420875325
3706,49.54461785,2,0.420879045
7572,49.43497399,0,0.42088504
7010,49.54341737,0,0.420958023
1564,48.96878752,2,0.420967234
2313,49.59743898,1,0.420982879
9678,49.56822729,0,0.420983994
1188,49.40696279,2,0.420992082
7707,49.58863545,2,0.421062045
3373,49.25370148,1,0.42109076
8928,49.88595438,0,0.421110372
116,49.45538215,0,0.421132422
9154,49.6522609,2,0.421144947
3914,49.53421369,1,0.421164735
4928,49.7515006,0,0.421181468
7556,49.51020408,1,0.421226405
1746,49.60904362,2,0.421246644
9642,49.75230092,1,0.421271235
2814,49.65746299,2,0.421291832
305,49.62384954,0,0.421398647
3789,49.50740296,0,0.42142177
4828,49.6302521,2,0.421438048
5265,49.64145658,2,0.42148075
9612,49.00640256,1,0.421550773
7338,49.6542617,2,0.421553942
2104,49.71348539,0,0.421594132
172,49.54261705,0,0.421596325
697,49.68507403,0,0.421613947
7491,49.56462585,1,0.421662804
1538,49.58383353,0,0.421664851
9337,49.74789916,0,0.42171768
6658,49.55542217,2,0.421747082
5657,49.56742697,0,0.421812924
6290,49.81752701,1,0.421821491
4555,49.57062825,1,0.421845947
8252,49.58943577,2,0.421920896
8820,49.54381753,2,0.422003485
4196,49.48379352,0,0.422065128
4666,49.66426571,1,0.422096481
4683,49.36494598,0,0.422098946
7109,49.51340536,1,0.422106641
9981,49.45458183,2,0.422174315
2931,49.67226891,1,0.422187874
1276,49.41416567,2,0.42223676
3934,49.70348139,0,0.422251661
206,49.62264906,1,0.422314772
4133,49.58303321,1,0.422428704
1255,49.48819528,0,0.42247107
3531,49.28131253,0,0.422500509
3672,49.59103641,1,0.422545522
7327,49.75790316,1,0.422561679
6360,49.5070028,2,0.422608048
6052,49.57783113,2,0.422633829
5464,49.68627451,2,0.422663332
2272,49.64345738,1,0.422711654
7164,49.26330532,1,0.422737425
6438,49.29811925,1,0.422754992
7988,49.6462585,1,0.422758922
25,49.3877551,1,0.422789378
9270,49.69667867,1,0.422808955
8367,49.60264106,1,0.422823831
573,49.40056022,2,0.422850034
2025,49.51220488,1,0.422854044
6186,49.51580632,2,0.42287863
5586,49.30732293,2,0.422921277
2205,49.68707483,2,0.422931443
8217,49.52741096,2,0.422933253
2365,49.58903561,0,0.422968081
9017,49.6142457,2,0.423035495
3564,49.55942377,2,0.423038663
2489,49.68827531,0,0.423068275
1935,49.68227291,2,0.423085825
5280,49.75790316,0,0.423090567
6926,49.55022009,1,0.423106654
7423,49.67226891,1,0.423115049
357,49.43897559,0,0.423133178
1943,49.60304122,1,0.423146441
2050,49.51820728,0,0.423244747
7368,49.62264906,2,0.423258978
950,49.57703081,2,0.423342514
6860,49.16446579,1,0.423343226
3011,49.61744698,2,0.423463645
4824,49.53341337,1,0.423505698
9273,49.55262105,0,0.423530965
9575,49.75590236,1,0.423548355
2942,49.53941577,2,0.423573052
3347,49.49659864,0,0.423621233
6788,49.55942377,2,0.423684688
7413,49.72068828,0,0.423692022
2741,49.50820328,2,0.423782116
2336,49.53181273,1,0.423798415
1373,49.61744698,2,0.423810839
4737,49.54501801,1,0.423824983
2862,49.50780312,2,0.423855209
8786,49.27090836,2,0.423866719
9212,49.34933974,2,0.423875122
7212,49.50060024,1,0.423913199
975,49.53381353,0,0.424108065
6202,49.5270108,0,0.424114144
6018,49.64265706,0,0.424131157
4408,49.67146859,0,0.424170259
8795,49.42376951,0,0.424254317
9254,49.68507403,1,0.424288108
4088,49.39655862,1,0.424327397
2850,49.61584634,0,0.424407957
7347,49.58463385,0,0.424460136
8139,49.39015606,2,0.424467049
2805,49.51420568,2,0.424473896
2526,49.6502601,1,0.424482632
3295,49.56262505,1,0.424493229
3543,49.58743497,0,0.424653593
4127,49.74989996,0,0.424674247
7068,49.40736295,2,0.424679752
9588,49.65866347,1,0.424761803
8761,49.747499,2,0.424776082
4141,49.71028411,2,0.424787529
8787,49.58983593,1,0.424803033
3794,49.48579432,2,0.424814764
3008,49.64745898,0,0.424837518
838,49.75270108,2,0.424898282
907,49.50860344,2,0.424902579
5474,49.68427371,1,0.424924239
4304,49.59463786,1,0.424924262
5427,49.78991597,0,0.425001542
7939,49.48179272,1,0.425043648
5753,49.63945578,0,0.425115342
6258,49.82272909,0,0.425118812
658,49.54861945,1,0.425122547
5633,49.59783914,1,0.425124364
522,49.65066026,1,0.425133151
9511,49.54341737,2,0.425211393
4620,49.67466987,0,0.425251283
3157,49.42016807,2,0.425257407
1162,49.45538215,2,0.425368253
3086,49.727491,2,0.425376164
4369,49.78871549,0,0.425464566
324,49.21008403,2,0.42549827
4108,49.70108043,2,0.42561391
3894,49.727491,0,0.425649638
1489,49.70868347,1,0.425688384
9287,49.21168467,1,0.425692108
6346,49.55782313,0,0.425705361
4820,49.41096439,1,0.425739172
4452,49.84073629,0,0.425758881
5663,49.54621849,0,0.425781989
4775,49.6002401,0,0.425790596
2393,49.55542217,2,0.425826575
5695,49.63265306,0,0.42591694
8634,49.62464986,2,0.426020996
8623,49.97839136,1,0.426023367
8004,49.81792717,1,0.426051075
7792,49.44497799,0,0.426126125
2054,49.61584634,0,0.426132306
1348,49.65306122,1,0.426155597
6015,49.47939176,1,0.426195133
4961,49.62905162,2,0.42620023
7251,49.82993197,0,0.426224027
1779,49.75590236,2,0.426244488
86,49.45378151,1,0.426308209
3154,49.52060824,0,0.426322543
2800,49.3637455,1,0.426328357
5092,49.51340536,1,0.426346249
4963,49.10804322,1,0.426354023
4030,49.79511805,0,0.426394848
9366,49.96638655,2,0.42641345
7885,49.39695878,0,0.426418885
9899,49.45698279,2,0.42646658
8729,49.74709884,0,0.426493556
481,49.52981192,1,0.42654505
8041,49.41976791,2,0.426569764
6913,49.74789916,1,0.42662103
6098,49.79871949,0,0.426624724
7112,49.68827531,2,0.426646177
6226,49.64865946,1,0.426648993
7985,49.3697479,2,0.426744364
245,49.72308924,0,0.426834217
2198,49.92917167,0,0.426880672
2773,49.43937575,0,0.42688355
418,49.49419768,1,0.426926601
7276,49.44697879,2,0.426946075
8353,49.31572629,2,0.42698365
1846,49.53341337,2,0.426985505
9310,49.45698279,0,0.427004637
3889,49.59103641,0,0.427077951
27,49.41176471,2,0.427106288
906,49.43137255,2,0.427114216
8941,49.60464186,2,0.427204521
8385,49.68147259,0,0.427238532
6463,49.46418567,2,0.427263874
3386,49.33053221,1,0.427325051
8069,49.72428972,0,0.42733741
3318,49.52501,1,0.427349017
3229,49.44697879,2,0.427379521
5051,49.45298119,0,0.427413397
9175,49.60864346,1,0.427430107
2969,49.72709084,2,0.427518718
5337,49.57142857,0,0.427525156
739,49.73229292,1,0.427572213
3760,49.47418968,2,0.427618566
2406,49.3657463,0,0.42768125
66,49.3717487,1,0.427692247
6606,49.4689876,2,0.427735306
6119,49.84713886,0,0.427758615
2721,49.43337335,0,0.427789171
9636,49.66066427,2,0.427809787
9484,49.747499,2,0.427841211
2343,49.53621449,1,0.427905875
5055,49.81512605,2,0.42791498
9999,49.37655062,1,0.427917107
5007,49.44537815,0,0.427934687
5481,49.53381353,1,0.427938082
8629,49.14965986,2,0.427955533
3285,49.1072429,1,0.427959678
3200,49.6102441,1,0.428015152
2975,49.49379752,2,0.42802416
3723,49.43457383,1,0.428052691
7250,49.45018007,0,0.428053694
8409,49.7194878,0,0.428118792
4774,49.29771909,1,0.4281315
4210,49.7655062,0,0.428162829
4516,49.53701481,1,0.42824398
5255,49.56502601,0,0.428251012
2110,49.58423369,0,0.428287029
9327,49.70388155,1,0.428296816
8479,49.60304122,2,0.428335667
1586,49.63585434,2,0.428388948
8150,49.57503001,0,0.428514287
7653,49.54181673,0,0.428519895
4374,49.7354942,2,0.428593449
9245,50.1372549,1,0.42863469
3748,49.63545418,1,0.428643112
166,49.76590636,1,0.428647609
2403,49.32653061,2,0.42867775
1245,49.78591437,2,0.428701321
3879,49.57302921,2,0.428702807
1373,49.66946779,1,0.428718585
5600,49.58623449,2,0.428792002
2196,49.73109244,0,0.428822404
4435,49.38855542,1,0.428853521
2150,49.35894358,2,0.428891412
2295,49.53781513,1,0.42893761
7574,49.65986395,0,0.428991733
6799,49.41336535,2,0.429001952
3110,49.60784314,2,0.429018391
1203,49.50860344,2,0.429031734
7739,49.61944778,0,0.429169007
75,49.51460584,1,0.429349672
345,49.53541417,0,0.429357749
4654,49.44417767,0,0.429373501
6287,49.58863545,2,0.429519825
5253,49.51220488,1,0.429541873
449,49.48019208,0,0.429609023
5694,49.29411765,1,0.429610924
9380,49.67547019,0,0.429613681
9481,49.38055222,1,0.42961758
2217,49.50180072,2,0.429649445
8961,49.54941977,2,0.429720757
8881,49.20488195,1,0.429729558
5736,49.44177671,0,0.429734285
6339,49.30652261,1,0.429735126
1904,49.50340136,1,0.429742997
9866,49.51780712,0,0.429807139
6635,49.51020408,0,0.429811099
9980,49.66146459,1,0.429865562
9697,49.51340536,2,0.429875127
5363,48.76630652,2,0.429909966
4238,49.59143657,2,0.429972596
2456,49.70988395,0,0.430036878
6787,49.6342537,1,0.430046392
2943,49.43217287,2,0.430051393
393,49.70628251,2,0.430144247
2364,49.54061625,1,0.430155946
9022,49.51660664,0,0.430164204
8538,49.68027211,1,0.430207636
7802,49.5210084,0,0.430231041
4362,49.74869948,0,0.430245556
7912,49.61704682,1,0.430267342
7057,49.61344538,1,0.43027709
7249,49.65466186,1,0.43028449
6369,49.54301721,2,0.430343102
191,49.49779912,1,0.43035145
8740,49.30532213,0,0.430362477
800,49.58103241,2,0.43045236
6197,49.5170068,1,0.430564363
9078,49.60544218,2,0.43058263
2652,49.40616246,2,0.430658761
5840,49.65586234,2,0.430663111
4905,49.4809924,0,0.430666315
4561,49.54661865,1,0.430719505
4755,49.41216487,0,0.430765616
2339,49.54021609,0,0.430827035
9103,49.46458583,0,0.430830997
8168,49.73709484,2,0.43083338
2905,49.53501401,0,0.430874419
3124,49.58143257,2,0.430946254
1368,49.48459384,0,0.430973842
486,49.27010804,0,0.431015308
1510,49.51540616,0,0.431037418
2882,49.45378151,1,0.431102319
4110,49.65946379,1,0.431107369
8957,49.63105242,0,0.431154701
9523,49.42096839,0,0.431165091
7248,49.54141657,1,0.431166438
859,49.66706683,1,0.431200117
8077,49.61144458,0,0.431203916
5979,49.55782313,2,0.431316363
5807,49.37334934,0,0.431324648
2651,49.69627851,1,0.431383816
7349,49.51460584,1,0.431496931
4776,49.54821929,2,0.43155043
3642,49.44897959,0,0.431577737
1306,49.52140856,2,0.431617173
5313,49.73629452,1,0.431665958
58,49.68187275,2,0.431668686
5627,49.6122449,0,0.431676217
5447,49.6282513,0,0.431699702
2948,49.46018407,1,0.431702197
9421,49.27691076,1,0.431722811
3126,49.84953982,2,0.43172715
7476,49.83913565,1,0.431761541
2122,49.57142857,0,0.431764455
7227,49.30972389,0,0.431780463
850,49.81072429,0,0.431831306
2434,49.4789916,2,0.431833637
5990,49.6222489,1,0.431896822
2801,49.65146058,2,0.431953771
1611,49.54941977,1,0.43197973
4870,49.42256903,0,0.431993873
9278,49.51780712,0,0.432074143
7206,49.51060424,2,0.432156971
7248,49.2585034,0,0.43216718
7710,49.33213285,0,0.432239466
1146,49.65586234,0,0.43228515
650,49.34613846,1,0.432297915
1987,49.56902761,1,0.432298613
8345,49.56542617,1,0.432335237
9439,49.48659464,2,0.432346363
1889,49.63945578,1,0.432363903
2807,49.79271709,0,0.432391873
2993,49.20208083,0,0.432396446
6664,49.40816327,0,0.432499815
9628,49.45538215,1,0.432671913
1096,49.62865146,1,0.432672721
3142,49.4969988,2,0.43268
6735,49.45818327,2,0.432726973
5060,49.39735894,2,0.43279552
4436,49.35814326,1,0.432812942
9752,49.36014406,0,0.432828003
6462,49.64265706,0,0.432882025
2773,49.87915166,1,0.432919636
4912,49.40616246,2,0.432942233
8313,49.29611845,1,0.432949519
6563,49.54421769,0,0.43295325
6375,49.33853541,1,0.432979815
9905,49.57102841,1,0.433038766
4369,49.72709084,1,0.433073915
3983,49.63385354,2,0.433089471
3237,49.33733493,1,0.433161932
1631,49.82432973,0,0.433163665
5947,49.38815526,1,0.433185827
4709,49.83193277,0,0.433202343
4967,49.53861545,0,0.433222667
4077,49.53581433,1,0.433253892
1291,49.57422969,0,0.433286824
7800,49.48019208,0,0.433339308
8989,49.50020008,2,0.43335739
7649,49.56862745,0,0.433459635
4580,49.48779512,2,0.433589512
6579,49.69067627,1,0.433641146
6487,49.68427371,2,0.433643899
1335,49.45498199,1,0.433667695
7821,49.63585434,1,0.4337226
2061,49.43377351,0,0.433736304
5593,49.65666267,0,0.433753653
9918,49.50060024,0,0.433761893
5673,49.45978391,2,0.433868655
4442,49.59663866,0,0.433886761
321,49.54701881,2,0.43398331
9203,49.47258904,0,0.434000611
7,49.54781913,2,0.434020551
2638,49.58903561,0,0.434025422
1272,49.57663065,0,0.43406537
1614,49.25490196,2,0.434098306
3950,49.54861945,1,0.434134142
490,49.46178471,2,0.434138196
9132,49.40536214,1,0.434178818
2018,49.3897559,0,0.434207747
1236,49.6102441,1,0.434437197
4714,49.42336935,2,0.434455008
5605,49.63265306,0,0.434458536
9053,49.6342537,2,0.434491816
2044,49.54301721,0,0.434556763
506,49.67867147,1,0.434565677
3451,49.60904362,0,0.434576751
3842,49.80632253,2,0.434610646
3259,49.727491,0,0.434635518
4083,49.54781913,0,0.434688027
9529,49.78351341,2,0.434712351
1433,49.46218487,2,0.434727652
6455,49.55942377,2,0.434792069
2012,49.53501401,0,0.434827683
9335,49.58223289,2,0.434828322
261,49.26210484,1,0.434906252
670,49.89155662,2,0.434955454
3377,49.71028411,1,0.43495554
976,49.45818327,1,0.435032609
6188,49.7755102,1,0.435039167
7773,49.56142457,1,0.435072688
9467,49.63465386,2,0.435121188
865,49.46818727,1,0.435152165
1863,49.47258904,1,0.435229555
9367,49.61384554,1,0.435236706
4801,49.44297719,0,0.435306061
2293,49.45298119,2,0.435348669
6118,49.65506202,2,0.435366542
137,49.75190076,0,0.435408942
6004,49.57703081,2,0.435416101
6366,49.46378551,0,0.43548007
5338,49.57743097,2,0.435523067
9380,49.41136455,2,0.435536757
3381,49.41616647,2,0.4356442
8173,49.44497799,1,0.435644518
5685,49.58343337,1,0.435667781
1315,49.59223689,0,0.43571769
3545,49.54101641,1,0.435744166
4022,49.58583433,0,0.435781976
8904,49.40816327,0,0.435796396
7070,49.64985994,0,0.435866553
9834,49.242497,0,0.435894554
6683,49.44657863,2,0.435928309
4711,49.42456983,0,0.435936453
9402,49.42897159,2,0.435939046
2274,49.27931172,2,0.435944625
6382,49.46498599,1,0.435983331
6257,49.5210084,0,0.436023826
8090,49.42096839,1,0.436027492
7171,49.49019608,1,0.436072036
7834,49.46498599,1,0.436212701
4060,49.64585834,2,0.436228273
9845,49.56302521,1,0.436228637
8387,49.46178471,0,0.436229327
3970,49.64665866,0,0.436278038
2412,49.5030012,1,0.436310841
603,49.72308924,0,0.436398896
4988,49.44577831,2,0.436399031
7419,49.63665466,2,0.436400868
1771,49.49059624,2,0.436438582
220,49.43017207,0,0.436444482
4630,49.79831933,0,0.436459776
102,49.48739496,1,0.436469458
1118,49.57863145,2,0.436480247
8167,49.34293717,2,0.436582675
5117,49.56342537,0,0.436596267
4549,49.6462585,0,0.436621723
6724,49.55022009,2,0.436670966
7380,49.44377751,2,0.436697169
4695,49.60184074,1,0.436717451
7133,49.4829932,1,0.436729205
7326,49.52581032,0,0.436758163
6111,49.46578631,1,0.436758514
168,49.6042417,2,0.436825643
5368,49.32853141,0,0.436834602
1143,49.66706683,2,0.436878892
618,49.34373749,1,0.436879203
3995,49.33293317,1,0.436890035
1925,49.65306122,2,0.43690471
2798,49.4969988,2,0.436941766
1231,49.63145258,2,0.436977373
5455,49.69027611,2,0.437085427
5690,49.53501401,0,0.437122542
6475,49.71628651,0,0.437128035
3587,49.69827931,1,0.437153652
8214,49.57983193,0,0.437158434
2881,49.6262505,1,0.437204278
2861,49.59383754,1,0.437288719
142,49.60144058,2,0.437347282
6348,49.78991597,2,0.437410156
8019,49.50980392,1,0.437436482
8351,49.48819528,2,0.437438545
6790,49.65626251,1,0.437443778
5489,49.44017607,1,0.437453916
5533,49.58303321,2,0.437478753
9264,49.53621449,0,0.437567537
717,49.78471389,1,0.437572001
7313,49.68267307,2,0.437595809
7416,49.22889156,2,0.437657569
2335,49.49779912,0,0.437657608
9429,49.3517407,1,0.437661597
6345,49.57222889,1,0.437679681
4537,49.5230092,2,0.437750859
8411,49.79631853,1,0.437776469
3269,49.67987195,2,0.43782375
5298,49.95518207,0,0.437873012
9863,49.32573029,0,0.43790435
4568,49.53141257,2,0.437985526
5513,49.76670668,0,0.438006594
7188,49.70508203,1,0.438022626
310,49.56702681,0,0.438067763
3285,50.02040816,2,0.438074037
2260,49.57783113,0,0.43823651
7460,49.7494998,2,0.438337206
8743,49.67066827,1,0.438413769
4943,49.50940376,2,0.438428019
8052,49.47178872,0,0.438437534
4277,49.81312525,2,0.438525432
2284,49.39695878,2,0.438581311
9143,49.74189676,0,0.438614446
6304,49.40456182,2,0.438615074
8416,49.36254502,0,0.438666358
6966,49.38055222,0,0.43876822
5,49.78871549,0,0.438797352
2054,49.55742297,2,0.438803359
8809,49.45258103,2,0.438807516
9497,49.63865546,1,0.438808528
9324,49.61904762,1,0.438916224
1405,49.31092437,2,0.439047625
3171,49.71588635,0,0.439077489
4531,49.56342537,0,0.439150274
9173,49.56822729,0,0.439200458
9968,49.77270908,0,0.439230212
8370,49.33293317,1,0.43923339
4047,49.51740696,1,0.439274189
236,49.79271709,2,0.439309346
2032,49.42096839,2,0.439323867
7798,49.53661465,1,0.439335979
7120,50.06522609,1,0.43936518
9400,49.37935174,0,0.439366888
3117,49.21248499,0,0.439373591
6473,49.51420568,2,0.439404037
5833,49.67787115,0,0.439497972
8371,49.56342537,2,0.43956184
7721,49.65106042,2,0.439660054
8644,49.71668667,0,0.439675172
4734,49.59983994,0,0.439697467
9816,49.58863545,0,0.439771579
1016,49.46138455,2,0.439826457
4108,49.45818327,0,0.439888636
1733,49.46538615,2,0.439909954
5123,49.53661465,0,0.439979249
545,49.6162465,0,0.440040149
4059,49.1452581,2,0.44004985
5812,49.48779512,0,0.440200442
1586,49.63945578,1,0.440242396
5423,49.81872749,0,0.440257407
1637,49.41896759,0,0.440295568
