SL,Heat,Virus,Random
7536,49.60504202,1,0.027724251
6501,49.72669068,2,0.027726507
4851,49.55942377,1,0.027792502
6174,49.60104042,2,0.02786585
1841,49.59263705,0,0.027951898
4689,49.12605042,0,0.027952347
7945,49.59063625,1,0.028004509
742,49.54821929,0,0.028047008
7185,49.58423369,2,0.028049785
4822,49.59583834,0,0.028060141
6461,49.54901961,0,0.028083906
4956,49.66946779,1,0.028101453
1241,49.60144058,0,0.028143947
6460,49.66026411,0,0.028189648
638,49.03921569,2,0.028213034
6520,49.7414966,0,0.028242279
9165,49.52220888,1,0.028328252
9520,49.56022409,0,0.028356859
3792,49.54021609,1,0.028378132
8564,49.81352541,1,0.028407006
977,49.66146459,0,0.028448954
7209,49.22569028,0,0.028449103
8767,49.55462185,1,0.02845827
6847,49.22488996,1,0.028501472
2259,49.52220888,2,0.028522223
6412,49.39335734,0,0.02853529
7226,49.48459384,1,0.028587737
3208,49.767507,0,0.028631978
8602,49.27210884,1,0.028705449
6424,49.67867147,1,0.028726682
5197,49.2284914,2,0.028729101
3498,49.3957583,1,0.028746897
6091,49.56262505,0,0.028748667
9963,49.53421369,2,0.028829313
3,49.3697479,0,0.02886154
7989,49.67907163,0,0.028876879
7518,49.49939976,1,0.028891352
4676,49.64065626,1,0.028935077
6115,49.45498199,2,0.028991532
703,49.62665066,1,0.028995824
3626,49.18127251,0,0.028998721
6465,49.47619048,1,0.029004729
2882,49.81392557,0,0.0290607
6539,49.38095238,1,0.029062042
8037,49.55022009,0,0.029108794
2155,49.6462585,1,0.029114418
3010,49.4869948,0,0.029127379
6148,49.48219288,1,0.02915118
4814,49.49459784,1,0.029219334
1236,49.53781513,2,0.029220934
4444,49.38735494,0,0.029247042
160,49.65626251,0,0.029336039
1174,49.53661465,2,0.029340391
6602,49.2605042,0,0.029354673
953,49.59983994,2,0.02935821
8832,49.45618247,0,0.02938727
9331,49.56942777,2,0.029390958
7030,49.52861144,1,0.029415803
6465,49.69427771,2,0.02943608
3574,49.56422569,0,0.029469363
5798,49.34333733,0,0.029503444
6992,49.56582633,2,0.029599339
2549,49.61864746,1,0.029605344
602,49.54781913,1,0.029631267
4520,49.43337335,2,0.029702307
7384,49.60144058,2,0.029716823
4599,49.62945178,1,0.029741469
6733,49.55822329,2,0.029783192
5769,49.77470988,2,0.029805338
4462,49.69107643,2,0.029819216
5863,49.43977591,2,0.029848656
8712,49.35094038,0,0.029858107
1193,49.53261305,0,0.029883206
2345,49.64305722,1,0.029897972
8950,49.52741096,2,0.029911771
5842,49.53261305,1,0.029919659
6646,49.39295718,1,0.029973259
5484,49.49739896,2,0.029989459
3984,49.59223689,2,0.029996283
5113,50.07122849,2,0.029996496
7647,49.6142457,0,0.030012703
8338,49.48059224,2,0.03020087
2683,49.58463385,0,0.030231971
6045,49.64945978,2,0.030310597
6384,49.50340136,2,0.030318675
501,49.55222089,1,0.030338823
1990,49.61144458,0,0.030347383
3239,49.40616246,2,0.030350937
2649,49.46658663,2,0.030375211
4953,49.68267307,0,0.030410301
8715,49.51860744,2,0.030558695
901,49.76230492,1,0.030612107
3770,49.6422569,2,0.030692302
4011,49.68267307,2,0.030701726
6851,49.78631453,2,0.030715721
994,49.54221689,2,0.030730622
8320,49.52581032,2,0.03077056
449,49.53141257,1,0.030825784
6621,49.71668667,1,0.030885354
8910,49.46538615,1,0.03091084
86,49.57943177,2,0.030915776
8391,49.41216487,2,0.030916421
9053,49.35934374,0,0.03094584
9674,49.36054422,1,0.030977729
2514,49.28571429,1,0.031007708
7370,49.69347739,2,0.031043314
8115,49.79751901,1,0.031096056
4413,49.45498199,1,0.031227699
494,49.64465786,1,0.031288181
112,49.58343337,0,0.031350585
9168,49.54181673,1,0.031433002
6073,49.25530212,0,0.031481366
923,49.71548619,0,0.031482047
184,49.69467787,2,0.031482604
274,49.39655862,0,0.031500355
2032,49.48659464,0,0.031569869
6934,49.56742697,0,0.031574922
60,49.65306122,2,0.031603286
8241,49.24729892,0,0.03161087
8005,49.57783113,2,0.031663531
7427,49.42416967,1,0.031802772
585,49.67507003,1,0.031844763
8676,49.69267707,0,0.03185556
5127,49.45218087,0,0.031872728
5659,49.75310124,2,0.031882541
3355,49.67787115,0,0.031942389
622,49.26010404,0,0.032008863
3778,49.57663065,1,0.032037476
6395,49.58383353,2,0.032055284
3033,49.66506603,0,0.032057628
6588,49.57943177,0,0.032079071
7242,49.67466987,2,0.032116941
760,49.77310924,0,0.032144772
4072,49.34333733,0,0.032157481
461,49.47058824,2,0.0322426
4648,49.46418567,0,0.032283199
4949,49.66586635,1,0.032295151
9953,49.45458183,2,0.032312384
5343,49.43137255,2,0.03236976
3403,49.47378952,2,0.032373443
4203,49.04881953,0,0.032386183
3669,49.77470988,1,0.032408067
5511,49.4057623,2,0.032457161
8505,49.41656663,2,0.032465033
730,49.46578631,1,0.032466424
2175,49.6022409,1,0.032466927
2750,49.41776711,2,0.032636017
2384,49.56342537,2,0.032691062
6321,49.7234894,1,0.032712247
2579,49.4037615,1,0.032721334
9636,49.50260104,0,0.032730236
8210,49.69627851,0,0.032755393
2909,49.59503802,0,0.03277224
2441,49.64305722,1,0.032823421
3806,49.32773109,2,0.032872194
4412,50.00960384,2,0.032882726
9032,49.6022409,0,0.032891949
5543,49.46578631,1,0.032914299
2253,49.40336134,2,0.032929306
1403,49.11484594,0,0.032937894
7234,49.53461385,2,0.032943873
3323,49.30652261,1,0.033123266
5176,49.70948379,2,0.033137574
1806,49.55942377,0,0.033212763
6476,49.43057223,0,0.033225223
2715,49.53261305,1,0.033354333
3424,49.5210084,0,0.033407318
5697,49.52460984,2,0.033417411
4793,49.36294518,1,0.033426282
3850,49.20448179,0,0.03346816
801,49.74629852,2,0.033478032
3444,49.5130052,0,0.033492202
6727,49.3517407,0,0.033504945
4722,49.46498599,2,0.033507536
5323,49.86354542,1,0.033512565
7450,49.7234894,0,0.03352549
5508,49.61384554,1,0.033537662
6565,49.83993597,2,0.033607937
8081,49.35294118,2,0.033624096
6082,49.63585434,1,0.033643939
5414,49.55862345,2,0.033703808
8318,49.5962385,0,0.033751599
9425,49.47739096,0,0.03376023
1209,49.58263305,0,0.033816029
8245,49.20848339,0,0.033871737
963,49.61584634,1,0.033893195
9398,49.56222489,1,0.033919298
8911,49.69707883,1,0.033919397
783,49.84433774,0,0.033963201
8436,49.49819928,1,0.033969582
6727,49.38655462,1,0.033977514
7880,49.73229292,0,0.034004348
223,49.46418567,0,0.034007172
6193,49.52501,2,0.03401078
3670,49.71068427,1,0.034028528
9577,49.90716287,2,0.034098076
3720,49.54981993,2,0.034130122
2548,49.28411365,1,0.034151988
5318,49.63705482,2,0.034171255
2908,49.70028011,1,0.034190103
4609,49.61704682,0,0.034359487
4900,49.6002401,1,0.034362121
1588,49.38535414,1,0.034403514
7654,49.98039216,1,0.034406572
3915,49.48219288,2,0.034483529
2200,49.42176871,2,0.034504252
4498,49.44697879,2,0.034507804
5315,49.28731493,2,0.034534328
6557,49.61184474,1,0.034632515
3313,49.64265706,2,0.034635281
3037,49.87354942,1,0.034683603
4533,49.59783914,0,0.034704767
3335,49.81552621,0,0.034779324
2135,49.6022409,2,0.034882821
5371,49.88355342,2,0.034904458
1885,49.6262505,2,0.034921136
5102,49.53461385,0,0.034941173
8527,49.67907163,2,0.034950547
1454,49.56462585,0,0.034986034
750,49.68427371,0,0.035027575
9197,49.53341337,1,0.035069819
9872,49.68947579,1,0.03507957
7734,49.55582233,0,0.035111664
2242,49.63785514,1,0.035123567
2858,49.79551821,2,0.035181538
4593,49.3517407,1,0.03523554
3593,49.82472989,2,0.035239291
78,49.83353341,0,0.035271055
9273,49.74389756,2,0.03527941
9408,49.39735894,1,0.035313962
4417,49.60184074,0,0.035314061
2677,49.73709484,2,0.035378785
9651,49.81392557,1,0.035385347
8651,49.49979992,0,0.035449983
8579,49.66946779,1,0.035486287
8814,49.7655062,1,0.035491021
2842,49.73229292,0,0.035525088
1869,49.52020808,2,0.035536227
3602,49.45698279,0,0.035575166
9493,49.5210084,0,0.035577158
3187,49.46058423,0,0.035584238
9549,49.52581032,1,0.035601296
5320,49.56342537,2,0.035602552
5281,49.45098039,0,0.035631637
4967,49.57382953,1,0.035660587
9055,49.58463385,2,0.035728533
126,49.11244498,2,0.035771403
9609,49.54421769,0,0.035829373
1011,49.62545018,2,0.035846038
1007,49.61064426,0,0.035907087
3538,49.62945178,1,0.035926931
6305,49.57663065,0,0.035973053
5001,49.56942777,1,0.036025691
9408,49.84313725,0,0.036027374
8809,49.37254902,1,0.036118459
4114,49.6462585,2,0.036155081
5255,49.22729092,2,0.036185116
2224,49.42456983,2,0.036230446
5864,49.71828731,0,0.036249419
1083,49.58783513,2,0.036270295
4231,49.59383754,0,0.036276272
9157,49.63785514,0,0.036295048
9440,49.34213685,1,0.036313444
4880,49.55302121,1,0.036335841
8630,49.5310124,1,0.036340822
983,49.35134054,1,0.0363562
5635,49.45498199,0,0.036432876
9729,49.67787115,0,0.036486763
8761,49.66346539,1,0.036502602
2813,49.46618647,0,0.036532139
6308,49.78791517,2,0.036536113
8127,49.44937975,0,0.036565596
6374,49.63905562,0,0.036579762
8083,49.54141657,1,0.03660039
2620,49.60544218,0,0.036614938
7887,49.46538615,2,0.036642576
1570,49.47939176,0,0.036684223
1888,49.41816727,2,0.036704782
7642,49.47739096,2,0.036721784
3715,49.58143257,0,0.036723612
5225,49.66026411,2,0.036750376
2355,49.37334934,0,0.036764258
7126,49.35254102,0,0.036792653
194,49.88635454,2,0.03680775
6013,49.79231693,2,0.036837847
8816,49.95238095,1,0.036896804
1843,49.96678671,2,0.036925994
3150,49.51940776,2,0.036952972
759,49.45578231,2,0.036953409
7081,49.46778711,1,0.036984364
9550,49.53581433,2,0.036995363
8665,49.43697479,2,0.037012533
7152,49.62745098,2,0.037067249
8163,49.78391357,0,0.037127449
1332,49.69787915,1,0.03713983
7847,49.76990796,2,0.037211493
1071,49.55302121,0,0.037218664
897,49.77911164,0,0.037242395
2052,49.49859944,2,0.037283403
1133,49.73789516,0,0.037298892
1091,49.54141657,1,0.037325835
837,49.39495798,2,0.037344924
1846,49.40096038,0,0.037361519
3463,49.5962385,1,0.037501431
6414,49.39455782,1,0.037510067
6772,49.3497399,2,0.037517415
2546,49.74029612,0,0.037550418
304,49.50020008,1,0.037584874
6565,49.49619848,0,0.037611632
6357,49.49619848,2,0.037663535
2502,49.51140456,1,0.037723644
2260,49.43257303,2,0.0377312
2353,49.31812725,2,0.03774592
5587,49.66186475,2,0.037773479
5554,49.66826731,1,0.03779418
4992,49.49219688,2,0.037823937
4555,49.6222489,0,0.037856009
7087,49.58903561,2,0.037858535
8506,49.65106042,1,0.037931297
9091,49.84753902,0,0.03793287
5793,49.54381753,2,0.037934688
8467,49.58543417,2,0.037953122
2446,49.12685074,2,0.037962603
4686,49.61344538,1,0.037976611
3168,49.45378151,0,0.037988529
4970,49.55582233,0,0.038013795
1820,49.43417367,2,0.038081044
1229,49.50820328,2,0.038094369
5275,49.42136855,1,0.038214495
6213,49.47418968,1,0.038280895
6069,49.15886355,2,0.038360853
7707,49.68947579,1,0.038405258
6762,49.43137255,2,0.03842132
3056,49.44817927,1,0.038472119
9370,49.62304922,1,0.038476799
6506,49.2244898,2,0.038563678
1492,49.5962385,0,0.038628869
9302,49.41496599,2,0.038640123
9280,49.67907163,2,0.038668606
1254,49.58023209,1,0.038670721
8578,49.52180872,2,0.038707132
5476,49.39295718,0,0.038782764
769,49.65386154,1,0.038818263
5551,49.6262505,0,0.038819447
2988,49.55862345,0,0.03884732
6819,49.42697079,0,0.038856292
6833,49.53341337,2,0.03886091
925,49.75830332,2,0.038867084
7811,49.54541817,2,0.038876725
4912,49.47539016,0,0.038909245
5643,49.61304522,0,0.038925342
4512,49.67186875,1,0.03900244
8374,49.39695878,1,0.039032657
5864,49.44417767,1,0.03910083
1976,49.35254102,1,0.039148879
2727,49.49139656,0,0.039190692
1382,49.59583834,1,0.039249825
9625,49.6142457,1,0.03929348
408,49.70228091,2,0.039318448
7518,49.62064826,2,0.039365141
8533,49.12765106,0,0.039385413
4535,49.57102841,0,0.039394681
9147,49.58263305,0,0.039420765
9188,49.40496198,2,0.039470536
1957,49.5170068,0,0.039549891
4326,49.57663065,0,0.039572138
1507,49.65826331,2,0.039608859
7796,49.69387755,0,0.039647548
3881,49.46618647,2,0.039664566
5452,49.6262505,1,0.039666919
6879,49.59903962,0,0.039671314
5398,49.40096038,0,0.039693429
7315,49.44057623,1,0.039697977
2444,49.59743898,1,0.039710779
2701,49.48459384,1,0.039738857
3186,49.4689876,0,0.039742659
1185,49.63745498,1,0.03975434
413,49.58663465,0,0.039766045
3401,49.3937575,0,0.03979739
2195,49.20808323,1,0.039830044
364,49.58703481,0,0.039839165
2078,49.40776311,1,0.039873389
3441,49.42777111,2,0.039890621
7463,49.73789516,2,0.039901919
6210,49.07402961,2,0.039910712
1044,49.22689076,0,0.039953098
9985,49.38415366,0,0.039963606
2363,49.81032413,0,0.039996995
760,49.4809924,2,0.040107897
7029,49.59543818,0,0.040162999
8810,49.67266907,0,0.04021104
2091,49.48619448,1,0.040230773
6817,49.75670268,0,0.040261564
4342,49.80352141,2,0.040340543
6689,49.4709884,1,0.040345267
6019,49.60064026,2,0.040346886
2770,49.50340136,2,0.040403312
6632,49.45378151,1,0.040440411
6853,49.35254102,2,0.040469114
6238,49.67867147,2,0.040560235
3070,49.68267307,1,0.040566627
6195,49.66986795,1,0.04056804
7279,49.24209684,1,0.040568995
4106,49.62585034,2,0.040589761
4335,49.64345738,2,0.04063022
4145,49.3897559,2,0.040694205
4768,49.81632653,1,0.040705724
7154,49.5942377,0,0.040751101
6124,49.57102841,0,0.040816767
7018,49.4889956,1,0.04085389
2402,49.66786715,2,0.040864537
2711,49.65146058,2,0.040889066
8592,49.50460184,2,0.040899614
8304,49.37294918,0,0.040902018
7152,49.58823529,1,0.040910482
5461,49.37655062,0,0.040945266
8160,49.56702681,0,0.04094678
4672,49.62705082,2,0.040977471
8740,49.46778711,1,0.041070593
2273,48.99639856,1,0.041086226
862,48.89995998,2,0.041103807
5494,49.55862345,0,0.041119678
2734,49.70588235,1,0.041177019
6375,49.65346138,0,0.041206289
9736,48.93117247,2,0.041231999
7512,49.70388155,1,0.041260226
667,49.49579832,2,0.04127391
9959,49.48859544,2,0.04129804
8951,49.53141257,0,0.041335509
642,49.50380152,0,0.041352707
381,49.82993197,0,0.041365804
6467,49.37094838,2,0.041396147
4499,49.52060824,2,0.041467867
984,49.48779512,1,0.041691036
8444,49.4869948,1,0.041698941
5633,49.43337335,0,0.041725069
9531,49.66346539,2,0.041728996
3445,49.61464586,2,0.041751752
9157,49.52140856,1,0.041759766
8678,48.92717087,2,0.041825843
9504,49.82593037,2,0.041833275
9263,49.6542617,2,0.041849236
3634,49.6502601,2,0.04186119
2036,49.8467387,0,0.041866652
7602,49.48259304,1,0.041867441
8376,49.44977991,2,0.041926161
9366,49.6342537,1,0.041944185
9929,49.55182073,1,0.041947673
8535,49.47138856,2,0.041973593
5026,49.60104042,2,0.042063687
106,49.19127651,0,0.042071896
8349,49.57422969,2,0.042084742
5231,49.51780712,0,0.042144734
1264,49.49859944,1,0.042145017
5612,49.45698279,1,0.042180387
5193,49.55142057,0,0.042199438
1354,49.7535014,0,0.042212564
1671,49.47619048,2,0.042222093
9307,49.51620648,1,0.042224141
6654,49.67827131,1,0.042229265
255,49.53141257,2,0.042256808
4331,49.49619848,2,0.042266986
25,49.29931973,2,0.042328363
4306,49.67066827,1,0.042342853
6464,49.56822729,0,0.042422842
8387,49.59263705,2,0.042424848
228,49.55582233,1,0.042470609
1056,49.49579832,2,0.042491947
5412,49.54621849,2,0.042540666
8257,49.50180072,2,0.042587271
961,49.50220088,0,0.042617757
5760,49.38735494,0,0.042691264
4148,49.41496599,2,0.042765946
6744,49.51220488,0,0.042828794
6622,49.53261305,2,0.042831443
7982,49.77030812,2,0.042850341
7320,49.36854742,1,0.042860558
755,49.73709484,2,0.042893564
9899,49.47418968,1,0.04293581
6350,49.61784714,0,0.042965234
317,49.68827531,0,0.043020109
2134,49.60264106,1,0.043031165
1653,49.83873549,2,0.043035726
7368,49.50860344,1,0.043043806
4366,49.63505402,0,0.043069239
9957,49.5090036,0,0.043108919
529,49.49739896,1,0.043129181
1273,49.64865946,1,0.043138108
6173,49.48139256,0,0.043178608
415,49.53941577,1,0.043233265
1484,49.43737495,2,0.043235453
8172,49.69987995,1,0.043240415
1820,49.56142457,1,0.043240533
4165,49.56942777,0,0.043242637
6347,49.57983193,0,0.043243452
5522,49.80472189,1,0.043335678
8633,49.58023209,2,0.043359273
2601,49.3517407,2,0.043403315
9251,49.52140856,1,0.043533887
2379,49.16086435,0,0.043613062
2061,49.40456182,1,0.043764499
3669,49.70628251,0,0.043797672
7784,49.69107643,1,0.043826441
4007,49.78711485,2,0.043842454
7438,49.57943177,1,0.043850336
6808,49.31972789,2,0.043857498
2182,49.57543017,2,0.043941012
382,49.73629452,2,0.043942666
7106,49.32853141,0,0.043966395
7246,49.41696679,0,0.043986508
1857,49.56142457,2,0.044021857
5109,49.48459384,0,0.044044986
5832,49.40776311,0,0.044067792
1482,49.58863545,1,0.044098952
125,49.74269708,2,0.044141708
4241,49.47138856,1,0.044157953
8217,49.58383353,1,0.044220949
3408,49.63305322,0,0.044238542
1716,49.44697879,2,0.044278133
7210,49.27410964,1,0.044278261
1912,49.31892757,2,0.044280982
2672,49.65706283,0,0.044333256
7933,49.56222489,2,0.044344632
5395,49.67987195,2,0.044347228
3092,49.33493397,1,0.04439213
1817,49.83833533,0,0.044401014
3049,49.62144858,2,0.044454629
5422,49.50420168,1,0.044457086
179,49.44697879,2,0.044476149
1210,49.42056823,0,0.044526919
9370,49.68947579,0,0.0445788
3563,49.54461785,1,0.044697766
417,49.6042417,1,0.044705128
8097,49.53341337,1,0.044797228
7564,49.42136855,0,0.044960403
6148,49.33573429,2,0.044994154
1773,49.5010004,0,0.045044327
9240,49.49979992,1,0.045100178
9344,49.42617047,0,0.045107477
4295,50.6342537,2,0.045110125
5314,49.44097639,0,0.045135178
2431,49.50020008,0,0.045154645
4829,49.45858343,2,0.04531599
5030,49.44857943,2,0.045322461
4285,49.76270508,1,0.045341013
539,49.41936775,1,0.045372975
3699,49.33613445,1,0.045408938
3103,49.30132053,0,0.045424689
3940,49.45018007,1,0.045436257
7475,49.6182473,2,0.045627954
1892,49.3717487,0,0.045647379
777,49.49339736,2,0.045652242
5951,49.41416567,2,0.045688663
6221,49.515006,2,0.045734437
3120,49.50620248,1,0.045746383
9660,49.79751901,2,0.045749432
6992,49.75910364,1,0.045778161
1587,49.64785914,0,0.045788035
2213,49.45778311,1,0.045813193
3612,49.74709884,0,0.045820014
3305,49.17246899,2,0.045879477
1567,49.72028812,2,0.045882918
633,49.60544218,2,0.045903313
374,49.51580632,1,0.045952919
6158,49.57623049,1,0.045952938
1873,49.74469788,2,0.045989309
8547,49.86354542,2,0.045995071
6704,49.45218087,0,0.046008436
6931,49.56182473,2,0.046028091
1449,49.56022409,2,0.046063364
579,49.60784314,1,0.046155786
4642,49.9047619,0,0.046177636
8281,49.5030012,2,0.046232056
2681,49.39455782,2,0.046290185
6856,49.16366547,1,0.046327975
2175,49.42817127,0,0.046416192
8477,49.47619048,0,0.046421608
8603,49.56102441,1,0.04643105
9305,49.45618247,2,0.046454075
466,49.65106042,0,0.046511857
9122,49.71228491,1,0.046544614
253,49.5190076,1,0.046747962
8784,49.52180872,1,0.046766323
3201,49.62745098,2,0.046908878
1109,49.6442577,2,0.046951182
6473,49.63385354,0,0.04696565
2378,49.69947979,2,0.046969816
5386,49.40216086,1,0.046995944
4693,49.52060824,2,0.047067769
8914,49.64865946,1,0.047085128
6288,49.76670668,2,0.047108995
1625,49.28931573,2,0.047112192
9683,49.44777911,2,0.047130001
9986,49.51060424,1,0.047237797
2381,49.32813125,1,0.047337937
7806,49.45218087,0,0.047342286
6971,49.39655862,1,0.047354632
8335,49.72428972,2,0.047372251
